objective,deploy,return,obstacle_name,obstacle_proximity,obstacle_resolved,behaviour_stage,next_point,speed,heading,next_point_direction,obstacle_direction,name,ivphelm_bhv_active
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,advanced,point1,max speed,southeast,southeast,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,advanced,point2,max speed,southeast,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,advanced,point2,max speed,southeast,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,max speed,southeast,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,max speed,southeast,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,southeast,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northeast,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northeast,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northeast,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northeast,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northeast,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northeast,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northeast,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northeast,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northeast,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,none,none,false,in-transit,point2,very fast,northwest,northwest,none,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,none,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,none,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,none,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,none,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,none,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,nearby,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,waypt_survey
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,nearby,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,nearby,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,nearby,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,nearby,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,nearby,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,nearby,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,nearby,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,nearby,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,nearby,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,nearby,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,nearby,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,nearby,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,nearby,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,nearby,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,nearby,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,nearby,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,nearby,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,nearby,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,nearby,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,nearby,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,nearby,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,nearby,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,nearby,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,nearby,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,nearby,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,very close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,very close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,very close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,very close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
"Go to points 0, 1, 2 and then return to starting position.",true,false,obstacle_a,very close,false,in-transit,point2,very fast,northwest,northwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_a"
